; "Tesla K80", "CC", 3.7, "Multiprocessors", 13, "Memory [MiB]", 11439, "MemoryFree [MiB]", 11376, "MemClock [MHz]", 2505, "GPUClock [MHz]", 562, "CUDA Runtime", 8000, "cufft", 8000
; "Time_ContextCreate [ms]", 65.9818
; "Time_ContextDestroy [ms]", 186.605
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","success","0","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","ID"
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.416219,0.91366,8.7e-05,29.9776,6.12413,6.08326,18.4358,0.431313,62.4906,1.34218e+08,1.34218e+08,1.34218e+08,13
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.419488,0.900894,0.000145,29.9113,6.12285,6.08432,18.6164,0.425053,62.5836,1.34218e+08,1.34218e+08,1.34218e+08,14
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.418535,0.915807,8.7e-05,29.9479,6.11827,6.08838,18.4315,0.457154,62.4836,1.34218e+08,1.34218e+08,1.34218e+08,14
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.415307,0.904499,0.000109,30.0925,6.11955,6.07075,18.4363,0.466928,62.6094,1.34218e+08,1.34218e+08,1.34218e+08,14
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.413145,0.91149,9.8e-05,29.8358,6.12864,6.07872,18.4331,0.462483,62.3669,1.34218e+08,1.34218e+08,1.34218e+08,14
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.415604,0.900604,9.1e-05,29.9073,6.12282,6.07248,18.429,0.466144,62.4177,1.34218e+08,1.34218e+08,1.34218e+08,14
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.416097,0.902229,8.5e-05,29.8951,6.12131,6.09107,18.5019,0.444981,62.4762,1.34218e+08,1.34218e+08,1.34218e+08,15
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.421081,0.911679,0.000108,29.9202,6.13395,6.08326,18.5326,0.45336,62.5607,1.34218e+08,1.34218e+08,1.34218e+08,15
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.414998,0.899548,0.000102,30.0892,6.12586,6.08282,18.4308,0.452385,62.6021,1.34218e+08,1.34218e+08,1.34218e+08,15
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.420662,0.901081,0.00015,30.0511,6.13443,6.09088,18.4309,0.469492,62.6007,1.34218e+08,1.34218e+08,1.34218e+08,15
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.416437,0.902635,8.4e-05,29.8873,6.12624,6.0865,18.4302,0.464258,62.418,1.34218e+08,1.34218e+08,1.34218e+08,15
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.415644,0.930199,8.7e-05,29.9316,6.11795,6.07075,18.4331,0.465323,62.4679,1.34218e+08,1.34218e+08,1.34218e+08,16
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.415529,0.900938,9.1e-05,29.8926,6.13507,6.0705,18.4284,0.46722,62.4119,1.34218e+08,1.34218e+08,1.34218e+08,16
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.41469,0.900342,0.000101,30.0056,6.13021,6.08403,18.5514,0.445768,62.6344,1.34218e+08,1.34218e+08,1.34218e+08,16
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.423413,0.902733,9.1e-05,29.9092,6.12528,6.08637,18.536,0.453917,62.5379,1.34218e+08,1.34218e+08,1.34218e+08,16
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.419234,0.899584,0.000179,30.1562,6.11658,6.0817,18.4836,0.480787,62.7546,1.34218e+08,1.34218e+08,1.34218e+08,16
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.562914,1.3464,8.7e-05,30.2105,6.13926,6.09709,18.4412,0.426231,63.333,1.34218e+08,1.34218e+08,1.34218e+08,17
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.416181,0.980285,7.7e-05,30.3676,6.12794,6.08384,18.4341,0.426625,62.9412,1.34218e+08,1.34218e+08,1.34218e+08,17
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.41663,0.913572,8.8e-05,30.7668,6.13101,6.09267,18.4327,0.434416,63.2939,1.34218e+08,1.34218e+08,1.34218e+08,17
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.421225,0.902676,0.000106,30.0648,6.13632,6.06602,18.5485,0.426866,62.6749,1.34218e+08,1.34218e+08,1.34218e+08,17
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.417964,0.913253,9.1e-05,30.4531,6.12278,6.08576,18.6466,0.433028,63.1804,1.34218e+08,1.34218e+08,1.34218e+08,17
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.433084,0.903146,0.000112,30.4505,6.1287,6.07984,18.5361,0.428448,63.0626,1.34218e+08,1.34218e+08,1.34218e+08,18
